ID,Control,Highest degree offered,,Admission rate (%),Admission yield (%),Admissions total,Applicants total,Tuition and fees 2013-14 ($),Full-time enrollment,Graduate enrollment,Part-time enrollment,Total enrollment,Undergraduate enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),Geographic region,ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile)
C1260,Public,Doctoral degree,,77,50,645,837,7933,11001,1811,1722,12723,10912,87,91,91,Plains,15,20,380,480,390,510,,
C1261,Private,Master's degree,,83,27,3231,3902,25160,1441,29,71,1512,1483,37,43,43,Southeast,18,22,410,475,455,570,,
C1262,Private,Doctoral degree,,91,20,1874,2055,7429,5220,679,1151,6371,5692,18,30,34,Rocky Mountains,21,26,465,605,445,570,453,593
C1263,Private,Master's degree,,54,48,240,446,6032,720,119,18,738,619,24,47,55,Great Lakes,,,420,510,440,530,,
C1264,Public,Doctoral degree,,78,40,5917,7628,37260,1349,0,82,1431,1431,71,79,79,New England,,,,,,,,
C1265,Private,Doctoral degree,,,,,,31496,3573,1601,1452,5025,3424,19,32,54,Southeast,20,26,,,,,,
C1266,Private,Doctoral degree,,90,34,1103,1224,18750,517,233,473,990,757,46,46,46,Mid East,15,21,380,490,380,510,,
C1267,Private,Master's degree,,32,28,7905,24538,13443,1904,108,75,1979,1871,79,81,82,Great Lakes,25,30,550,650,580,680,,
C1268,Public,Master's degree,,58,27,670,1162,11369,2877,10,23,2900,2890,28,35,45,Plains,,,,,,,,
C1269,Public,Doctoral degree,,67,42,1007,1503,38330,1571,969,2431,4002,3033,13,27,33,Southwest,,,,,,,,
C1270,Private,Doctoral degree,,63,39,7744,12248,8790,626,0,77,703,703,57,58,58,Southeast,20,26,460,580,500,620,450,560
C1271,Private,Master's degree,,62,17,3776,6060,25200,67,0,261,328,328,40,58,63,Southwest,21,27,480,620,458,590,,
C1272,Public,Doctoral degree,,58,40,255,441,7818,1519,0,16,1535,1535,43,53,55,New England,17,23,400,550,420,530,,
C1273,Public,Master's degree,,88,71,358,405,44430,777,235,193,970,735,65,70,70,New England,,,,,,,,
C1274,Public,Master's degree,,77,32,13914,17970,12322,6031,2602,4204,10235,7633,52,58,58,Mid East,22,27,530,630,520,640,520,620
C1275,Public,Doctoral degree,,68,23,1599,2349,6096,23084,7585,8993,32077,24492,34,49,52,Great Lakes,23,28,540,640,500,610,520,620
C1276,Private,Master's degree,,92,52,1548,1689,34715,4221,170,551,4772,4602,34,50,51,Southeast,19,25,480,620,460,580,460,590
C1277,Private,Bachelor's degree,,51,25,2285,4499,41226,9572,948,7374,16946,15998,6,19,26,Southwest,,,,,,,,
C1278,Private,Doctoral degree,,,,,,13410,1203,68,49,1252,1184,,,,Southeast,,,,,,,,
C1279,Private,Bachelor's degree,,99,28,334,336,6292,9599,2189,5071,14670,12481,30,38,38,Great Lakes,,,,,,,,
C1280,Public,Doctoral degree,,70,22,2385,3417,21600,7411,752,936,8347,7595,25,50,50,Southeast,20,24,480,560,480,570,470,560
C1281,Public,Doctoral degree,,42,31,2270,5453,46785,2100,220,363,2463,2243,,,,Mid East,21,26,470,580,490,610,,
C1282,Private,Master's degree,,92,23,2072,2251,30290,1229,0,701,1930,1930,52,55,56,New England,20,24,450,570,450,570,,
C1283,Private,Master's degree,,48,29,11880,24889,8819,798,0,442,1240,1240,64,66,68,Great Lakes,22,27,500,610,510,610,,
C1284,Private,Doctoral degree,,96,20,2786,2897,20268,1598,0,17,1615,1615,10,23,26,Southeast,19,23,423,635,430,594,408,510
C1285,Private,Master's degree,,39,57,14,36,22885,13457,924,1493,14950,14026,40,56,61,New England,19,24,430,540,450,550,420,520
C1286,Public,Master's degree,,49,81,203,417,18795,880,18,197,1077,1059,34,49,51,Southeast,20,24,490,540,480,620,490,570
C1287,Public,Doctoral degree,,72,24,2633,3675,16485,6028,3089,1517,7545,4456,42,46,47,Far West,19,25,520,570,500,620,,
C1288,Private,Doctoral degree,,92,52,4458,4851,45640,5695,1130,2853,8548,7418,68,79,81,Rocky Mountains,19,25,,,,,,
C1289,Public,Doctoral degree,,49,21,4986,10188,27364,2273,279,1260,3533,3254,90,92,92,Rocky Mountains,,,,,,,,
C1290,Public,Doctoral degree,,51,29,1027,1995,10716,5149,299,242,5391,5092,53,61,63,Plains,,,,,,,,
C1291,Private,Bachelor's degree,,79,82,2255,2866,6220,320,0,0,320,320,50,61,62,Southeast,,,,,,,,
C1292,Public,Doctoral degree,,75,38,1228,1633,6129,603,19,53,656,637,20,27,31,Great Lakes,,,,,,,,
C1293,Private,Doctoral degree,,62,59,2229,3624,18670,14894,8821,573,15467,6646,76,79,80,Rocky Mountains,18,23,400,520,440,520,,
C1294,Private,Master's degree,,22,86,480,2164,5774,2819,2305,2210,5029,2724,11,20,22,Mid East,17,22,400,510,410,530,410,520
C1295,Private,Doctoral degree,,82,34,12219,14887,6700,31932,8521,15731,47663,39142,58,62,62,Mid East,17,24,380,530,390,510,370,490
C1296,Public,Doctoral degree,,38,43,433,1151,36597,8384,3454,5168,13552,10098,5,18,27,Plains,22,27,510,600,520,610,,
C1297,Private,Master's degree,,72,14,1756,2445,16284,1262,0,400,1662,1662,43,52,53,Plains,25,32,560,710,570,690,,
C1298,Private,Doctoral degree,,32,25,2432,7652,26802,21958,4745,5944,27902,23157,11,30,38,Southeast,,,,,,,,
C1299,Private,Doctoral degree,,60,18,5776,9660,22295,1068,0,2,1070,1070,,,,Great Lakes,,,,,,,,
C1300,Private,Master's degree,,57,60,2240,3905,26800,1789,39,69,1858,1819,43,55,55,Southeast,,,,,,,,
C1301,Private,Bachelor's degree,,67,14,3400,5070,9160,845,0,17,862,862,54,66,67,Mid East,,,430,540,440,560,,
C1302,Public,Doctoral degree,,54,62,656,1219,4291,4465,533,1560,6025,5492,84,89,91,Southeast,,,,,,,,
C1303,Public,Doctoral degree,,63,16,1513,2412,25840,18963,4372,2340,21303,16931,29,44,47,Plains,,,,,,,,
C1304,Private,Master's degree,,87,36,4934,5689,25377,526,426,431,957,531,71,75,76,Far West,22,27,,,,,,
C1305,Private,Bachelor's degree,,34,42,427,1264,24168,517,49,183,700,651,49,60,60,Southeast,,,,,,,,
C1306,Public,Master's degree,,75,15,3328,4431,7442,8936,1285,989,9925,8640,58,64,64,Great Lakes,19,24,460,560,460,560,,
C1307,Public,Doctoral degree,,77,16,3016,3930,24500,523,0,33,556,556,37,43,44,Mid East,17,26,460,570,458,560,440,553
C1308,Public,Doctoral degree,,88,8,2729,3089,13670,6527,1793,1716,8243,6450,61,69,70,Mid East,,,,,,,,
C1309,Public,Doctoral degree,,68,36,104,152,7327,4723,405,537,5260,4855,50,64,66,Mid East,,,430,520,440,530,430,530
C1310,Public,Doctoral degree,,81,45,887,1094,33565,1445,225,3110,4555,4330,34,45,45,Far West,,,,,,,,
C1311,Public,Doctoral degree,,83,54,2425,2922,32424,650,0,177,827,827,25,45,49,Mid East,16,20,390,490,400,510,,
C1312,Public,Doctoral degree,,79,27,2901,3694,13602,10184,2716,4202,14386,11670,41,62,66,Southeast,21,25,480,610,440,620,460,600
C1313,Public,Doctoral degree,,17,46,3413,20115,29540,1669,711,1891,3560,2849,21,36,41,Southwest,,,430,530,410,510,400,510
C1314,Public,Doctoral degree,,75,33,3846,5137,13800,1071,184,252,1323,1139,8,22,32,Southeast,,,,,,,,
C1315,Public,Doctoral degree,,,,,,13128,3159,2007,1683,4842,2835,26,45,50,Southeast,22,27,500,620,503,620,490,620
C1316,Private,Doctoral degree,,58,25,2076,3556,15600,1820,0,0,1820,1820,20,32,32,Rocky Mountains,17,23,435,525,420,510,420,520
C1317,Private,Bachelor's degree,,70,17,7632,10907,36810,1651,530,483,2134,1604,64,70,70,New England,20,24,437,537,482,607,392,520
C1318,Private,Master's degree,,46,26,3739,8193,8080,1442,672,747,2189,1517,55,79,83,Southeast,21,26,,,,,,
C1319,Public,Master's degree,,29,18,1495,5219,6525,22731,18987,4226,26957,7970,30,44,47,Southeast,21,26,470,570,490,590,450,550
C1320,Public,Doctoral degree,,65,33,1359,2076,35920,4542,2494,2441,6983,4489,68,76,78,Great Lakes,,,,,,,,
C1321,Public,Doctoral degree,,74,18,2820,3829,5715,436,376,56,492,116,23,39,44,Southeast,27,31,590,660,600,670,,
C1322,Public,Doctoral degree,,70,21,2056,2942,46574,4614,461,785,5399,4938,9,20,26,Southwest,22,26,,,,,,
C1323,Private,Doctoral degree,,64,31,579,898,40540,3223,762,1861,5084,4322,19,39,46,Southeast,24,29,550,640,570,660,560,650
C1324,Public,Doctoral degree,,78,38,553,705,24055,5490,2709,2115,7605,4896,5,20,26,Mid East,21,26,460,570,460,560,440,540
C1325,Private,Master's degree,,33,31,2346,7115,35720,1430,43,130,1560,1517,18,40,43,Great Lakes,18,24,470,500,450,540,410,560
C1326,Private,Master's degree,,59,36,2388,4049,25430,716,92,422,1138,1046,29,29,29,Mid East,22,26,510,590,510,610,510,600
C1327,Public,Doctoral degree,,68,38,1544,2260,12998,879,0,144,1023,1023,38,58,61,New England,,,,,,,,
C1328,Private,Bachelor's degree,,54,77,1015,1864,11087,7537,531,5922,13459,12928,58,61,62,Mid East,17,23,400,520,410,540,,
C1329,Private,Doctoral degree,,64,31,1811,2815,45376,1783,160,278,2061,1901,50,60,61,Southeast,17,23,,,,,,
C1330,Private,Bachelor's degree,,72,34,1038,1442,7995,5133,1050,1798,6931,5881,72,82,84,Great Lakes,19,24,450,550,460,560,,
C1331,Public,Bachelor's degree,,84,35,7974,9526,28753,22808,6384,5710,28518,22134,30,50,60,Plains,22,25,480,560,490,590,480,570
C1332,Public,Master's degree,,,,,,23662,3388,344,670,4058,3714,,,,Southeast,22,27,490,600,510,620,,
C1333,Private,Bachelor's degree,,83,27,165,199,17355,2573,1215,606,3179,1964,35,51,51,Far West,22,26,470,590,460,600,,
C1334,Private,Bachelor's degree,,63,46,1419,2245,,2439,2828,2485,4924,2096,29,40,41,Great Lakes,23,28,493,693,495,670,458,660
C1335,Public,Doctoral degree,,,,,,25888,547,0,6,553,553,,,,Great Lakes,16,19,400,480,390,480,380,460
C1336,Public,Master's degree,,54,19,2009,3692,5220,48780,11625,6917,55697,44072,25,47,56,Mid East,23,29,520,630,550,660,490,610
C1337,Public,Doctoral degree,,61,21,2256,3670,7179,1900,0,52,1952,1952,65,71,72,Southeast,,,430,550,470,580,,
C1338,Public,Master's degree,,74,32,2418,3267,11911,9383,4102,1545,10928,6826,14,25,31,Southwest,17,24,400,520,400,520,380,470
C1339,Private,Master's degree,,91,87,61,67,17655,4928,1082,1202,6130,5048,52,57,58,Great Lakes,21,26,440,550,480,590,440,540
C1340,Private,Master's degree,,50,26,2476,4963,26180,2488,27,70,2558,2531,25,43,47,Mid East,28,32,600,710,630,760,620,720
C1341,Private,Master's degree,,85,46,3750,4388,27724,7141,4064,2762,9903,5839,,,,New England,,,,,,,,
C1342,Public,Master's degree,,,,0,0,42978,3342,1700,1604,4946,3246,35,47,53,Far West,18,21,410,520,400,530,400,510
C1343,Private,Master's degree,,60,39,102,170,27695,13719,4956,7010,20729,15773,45,63,64,Far West,28,32,620,720,630,740,640,730
C1344,Private,Master's degree,,,,,,30132,603,0,62,665,665,56,64,66,Mid East,21,27,490,600,500,610,,
C1345,Private,Master's degree,,72,30,517,715,8850,13006,3183,3759,16765,13582,46,53,55,Mid East,20,27,470,570,480,580,,
C1346,Public,Master's degree,,93,34,1175,1262,7438,808,0,55,863,863,79,90,91,Mid East,18,24,430,540,450,550,,
C1347,Public,Master's degree,,100,26,9761,9785,19700,4126,29,1490,5616,5587,13,19,19,Far West,21,25,540,580,530,580,520,570
C1348,Private,Master's degree,,42,61,31,74,32770,2188,89,202,2390,2301,30,50,53,Rocky Mountains,25,29,540,640,550,650,,
C1349,Private,Doctoral degree,,26,34,1408,5407,33813,3831,734,630,4461,3727,42,64,70,Southeast,19,25,,,465,580,470,588
C1350,Private,Master's degree,,40,11,2851,7176,34678,26283,8848,3747,30030,21182,43,53,54,Rocky Mountains,27,31,600,700,610,700,610,700
C1351,Private,Master's degree,,49,25,13990,28269,29060,6018,1065,6267,12285,11220,2,31,33,Mid East,21,26,490,570,440,580,450,590
C1352,Private,Master's degree,,72,16,2593,3615,40294,30318,7688,4298,34616,26928,27,48,52,Southwest,16,21,,,,,,
C1353,Private,Master's degree,,78,61,1317,1689,33605,2481,55,338,2819,2764,90,96,98,Mid East,18,24,450,580,440,560,,
C1354,Private,Bachelor's degree,,73,35,1910,2615,12397,1406,1004,986,2392,1388,27,41,45,Southeast,,,,,,,,
C1355,Private,Bachelor's degree,,,,,,32050,1416,289,488,1904,1615,34,52,56,Southeast,,,,,,,,
C1356,Public,Bachelor's degree,,61,25,361,594,44848,1500,67,121,1621,1554,41,49,49,Great Lakes,20,25,453,550,450,560,450,550
C1357,Public,Doctoral degree,,56,18,14545,25914,30284,5887,4689,3143,9030,4341,12,27,32,Mid East,20,26,460,570,490,620,,
C1358,Private,Master's degree,,,,,,31300,19685,3679,2481,22166,18487,19,38,40,New England,20,25,450,560,440,560,,
C1359,Private,Master's degree,,90,15,2227,2468,6069,5600,822,951,6551,5729,10,26,34,Great Lakes,20,26,480,590,470,590,450,568
C1360,Private,Bachelor's degree,,73,20,3812,5193,30470,3699,825,1655,5354,4529,12,19,19,Plains,17,22,400,535,370,520,,
C1361,Public,Doctoral degree,,66,40,796,1211,25002,486,0,88,574,574,84,91,93,New England,,,,,,,,
C1362,Private,Doctoral degree,,69,34,3106,4492,39100,5342,1691,1213,6555,4864,7,16,21,Mid East,18,23,430,530,430,540,420,520
C1363,Public,Master's degree,,79,13,2720,3450,25200,2015,0,36,2051,2051,27,43,46,Mid East,19,25,420,540,440,550,,
C1364,Private,Master's degree,,,,,,6100,916,207,227,1143,936,65,78,80,Southeast,16,22,450,540,450,540,,
C1365,Private,Master's degree,,43,34,1897,4403,27380,1077,18,1180,2257,2239,4,9,11,Great Lakes,17,22,410,520,420,540,370,500
C1366,Private,Bachelor's degree,,,,,,29798,1070,555,411,1481,926,69,74,75,Southeast,17,23,390,510,390,510,390,500
C1367,Public,Doctoral degree,,82,17,1426,1735,19640,616,170,134,750,580,50,58,60,Southeast,32,34,700,780,710,790,680,770
C1368,Private,Bachelor's degree,,34,41,4683,13753,46286,958,27,27,985,958,34,56,60,Plains,,,,,,,,
C1369,Private,Doctoral degree,,79,33,4764,6057,8322,1430,1,445,1875,1874,41,54,58,Mid East,20,24,450,550,490,560,,
C1370,Private,Master's degree,,,,,,,68,0,11,79,79,49,64,69,Far West,,,,,,,,
C1371,Public,Doctoral degree,,67,17,10429,15658,41120,11222,3423,6283,17505,14082,22,40,40,Southeast,22,27,498,640,468,673,,
C1372,Private,Doctoral degree,,100,21,1804,1804,13120,1781,650,563,2344,1694,80,81,81,Great Lakes,19,25,450,560,450,570,430,555
C1373,Public,Master's degree,,48,71,409,858,11918,1183,118,298,1481,1363,15,22,25,Southeast,20,26,480,575,465,570,480,540
C1374,Private,Doctoral degree,,26,35,15066,57845,24960,3930,1046,989,4919,3873,52,57,58,Great Lakes,,,,,,,,
C1375,Private,Master's degree,,,,,,15816,644,0,48,692,692,28,33,33,Southeast,20,25,460,560,470,570,,
C1376,Public,Master's degree,,41,26,1309,3226,13412,4811,2013,1822,6633,4620,34,35,35,Southeast,18,24,,,,,,
C1377,Private,Doctoral degree,,51,21,5205,10261,24400,21097,8079,9391,30488,22409,18,41,52,Rocky Mountains,18,23,410,520,420,530,400,500
C1378,Public,Doctoral degree,,75,27,2214,2938,29090,255,667,1153,1408,741,5,11,46,Great Lakes,19,25,440,550,450,570,430,540
C1379,Public,Doctoral degree,,77,25,2643,3443,21790,1001,24,17,1018,994,5,14,15,Southeast,23,27,520,620,530,630,,
C1380,Public,Doctoral degree,,79,32,4653,5920,10198,1807,50,77,1884,1834,55,69,71,Far West,18,22,410,520,410,530,410,510
C1381,Private,Bachelor's degree,,47,22,8791,18551,29990,523,20,35,558,538,69,74,74,Plains,,,450,550,470,580,,
C1382,Private,Master's degree,,14,66,437,3152,15838,1737,884,1461,3198,2314,16,35,42,New England,,,440,540,430,540,,
C1383,Private,Doctoral degree,,64,20,1909,2997,8053,3444,2781,2535,5979,3198,23,42,46,Great Lakes,21,27,430,570,460,610,,
C1384,Private,Bachelor's degree,,66,32,7933,12019,40510,2173,383,783,2956,2573,30,42,42,Southeast,29,33,620,720,660,760,640,750
C1385,Private,Doctoral degree,,21,50,1151,5606,23886,104,0,12,116,116,65,80,81,Far West,21,24,500,590,490,580,470,570
C1386,Private,Bachelor's degree,,65,40,6054,9315,39330,1002,441,840,1842,1401,39,45,48,Far West,22,28,490,640,530,610,,
C1387,Private,Master's degree,,55,35,3165,5761,34882,2647,18,55,2702,2684,30,50,55,Southeast,19,25,450,560,420,540,440,550
C1388,Public,Bachelor's degree,,69,35,1345,1945,22000,28440,4993,7146,35586,30593,3,7,12,Mid East,18,21,440,520,420,510,420,500
C1389,Private,Bachelor's degree,,76,63,1663,2180,4992,2344,0,130,2474,2474,30,45,47,Southeast,19,25,450,540,460,560,450,550
C1390,Public,Doctoral degree,,,,,,14404,4408,770,1065,5473,4703,23,32,32,Southwest,18,24,410,520,420,560,390,500
C1391,Public,Doctoral degree,,80,28,1550,1928,9830,516,0,20,536,536,,,,Great Lakes,22,26,490,580,520,610,,
C1392,Public,Doctoral degree,,65,32,3442,5325,20720,4092,368,3169,7261,6893,47,55,56,Southwest,24,29,540,640,540,650,540,650
C1393,Public,Bachelor's degree,,74,15,3458,4659,30350,2590,0,718,3308,3308,25,48,54,Far West,14,20,390,490,390,490,370,470
C1394,Public,Doctoral degree,,72,27,731,1012,,2669,803,690,3359,2556,39,39,39,Great Lakes,,,460,550,500,608,480,560
C1395,Private,Doctoral degree,,86,15,3054,3551,22250,496,0,28,524,524,53,66,69,Southeast,16,24,420,530,420,540,390,500
C1396,Private,Bachelor's degree,,88,32,3286,3744,8090,20379,4332,4962,25341,21009,36,51,53,Southeast,29,32,620,740,610,710,630,720
C1397,Private,Doctoral degree,,90,33,391,436,8368,2286,0,39,2325,2325,75,81,82,Great Lakes,,,,,,,,
C1398,Public,Master's degree,,89,50,521,586,6382,17690,2008,6939,24629,22621,40,46,48,Rocky Mountains,20,26,,,,,,
C1399,Private,Doctoral degree,,77,15,2656,3430,43520,6307,766,2034,8341,7575,52,62,64,Far West,21,27,480,590,490,620,,
C1400,Public,Doctoral degree,,79,28,9176,11634,24992,1158,0,5,1163,1163,32,51,55,Plains,16,20,400,490,390,490,400,478
C1401,Public,Master's degree,,74,15,7302,9934,14096,28022,7784,3942,31964,24180,23,39,43,Far West,,,,,,,,
C1402,Private,Doctoral degree,,86,21,737,860,7302,10318,0,6542,16860,16860,59,63,63,Plains,,,,,,,,
C1403,Private,Master's degree,,99,11,623,632,6725,6988,3240,9821,16809,13569,52,68,72,Southeast,19,25,430,520,440,540,,
C1404,Private,Bachelor's degree,,,,,,3815,1526,570,445,1971,1401,44,62,67,Mid East,20,25,440,570,480,580,,
C1405,Private,Doctoral degree,,59,21,513,872,25834,19653,6307,7188,26841,20534,63,68,69,Great Lakes,,,,,,,,
C1406,Private,Master's degree,,61,24,1870,3071,19940,25796,6709,3670,29466,22757,33,50,53,Mid East,16,21,380,490,410,520,,
C1407,Private,Doctoral degree,,90,66,3292,3659,6550,18743,6913,2728,21471,14558,54,57,57,New England,21,25,520,590,510,600,490,570
C1408,Private,Master's degree,,74,23,2393,3237,9300,21086,7377,2378,23464,16087,48,64,67,Plains,25,30,530,640,550,680,,
C1409,Private,Doctoral degree,,64,22,550,854,30356,541,176,119,660,484,71,78,79,Southwest,19,24,440,540,450,540,,
C1410,Private,Doctoral degree,,70,36,2792,4003,6108,1034,4,182,1216,1212,24,32,33,Great Lakes,24,27,540,620,530,610,520,600
C1411,Private,Master's degree,,47,22,5394,11518,4141,9735,2763,2975,12710,9947,19,31,34,Mid East,20,24,,,500,640,,
C1412,Public,Doctoral degree,,58,8,895,1534,12000,1393,250,214,1607,1357,51,63,64,Southeast,18,23,430,530,430,540,,
C1413,Public,Doctoral degree,,,,,,28948,9238,3760,2975,12213,8453,21,33,37,Mid East,23,28,530,690,530,640,490,640
C1414,Public,Master's degree,,70,20,1505,2145,12976,17042,5096,7252,24294,19198,25,41,46,Southwest,22,27,490,580,510,610,500,590
C1415,Private,Bachelor's degree,,47,29,764,1634,28585,157,0,15,172,172,57,71,73,Southeast,17,21,420,500,420,530,,
C1416,Private,Master's degree,,79,21,6165,7831,24296,819,250,21,840,590,68,71,72,Rocky Mountains,,,410,530,410,520,410,500
C1417,Private,Master's degree,,79,36,1011,1279,6240,4102,1169,495,4597,3428,70,80,80,Southeast,20,24,,,,,,
C1418,Private,Master's degree,,75,13,3095,4147,10100,3345,2102,701,4046,1944,62,71,71,Great Lakes,20,24,410,520,420,540,400,500
C1419,Public,Bachelor's degree,,46,43,1233,2698,26050,1563,592,627,2190,1598,27,36,38,Mid East,20,25,460,570,470,570,,
C1420,Private,Doctoral degree,,,,,,9162,1349,0,110,1459,1459,55,69,71,New England,21,28,460,590,460,570,460,570
C1421,Public,Master's degree,,97,48,452,465,20468,1492,0,0,1492,1492,15,31,34,Plains,23,28,470,570,470,608,473,595
C1422,Private,Bachelor's degree,,81,30,2327,2868,8893,3443,1453,1094,4537,3084,79,86,87,Plains,18,23,430,520,440,540,,
C1423,Public,Master's degree,,95,39,770,807,6610,2458,0,23,2481,2481,51,75,79,Southwest,32,35,680,760,720,800,670,760
C1424,Public,Bachelor's degree,,55,37,16679,30199,36960,1259,104,260,1519,1415,19,36,40,New England,,,,,,,,
C1425,Public,Doctoral degree,,61,13,9076,14808,36430,1031,4,142,1173,1169,49,55,57,Southwest,17,22,440,533,450,550,440,530
C1426,Private,Master's degree,,79,16,8498,10735,27480,1162,259,293,1455,1196,41,50,52,Far West,20,25,480,580,480,590,,
C1427,Public,Bachelor's degree,,75,24,992,1320,5526,20370,17763,7927,28297,10534,45,77,79,Mid East,,,,,,,,
C1428,Public,Master's degree,,81,39,1656,2054,46010,3047,1167,946,3993,2826,32,44,47,Plains,25,30,540,650,580,680,,
C1429,Public,Master's degree,,57,15,13462,23432,20700,1796,896,1098,2894,1998,53,72,74,Plains,23,28,520,640,520,640,,
C1430,Public,Master's degree,,69,26,571,824,20724,13221,1593,3425,16646,15053,0,0,67,Great Lakes,17,22,450,540,460,550,,
C1431,Public,Bachelor's degree,,72,40,291,402,13354,9605,1834,2102,11707,9873,46,59,63,Great Lakes,19,25,430,600,450,580,430,560
C1432,Private,Master's degree,,80,46,8841,10991,9167,5249,1108,3695,8944,7836,24,37,40,Southeast,20,25,450,560,440,550,,
C1433,Public,Doctoral degree,,87,39,963,1101,43580,1378,0,3,1381,1381,49,54,55,Rocky Mountains,24,29,530,650,560,690,550,660
C1434,Private,Doctoral degree,,10,49,2260,23110,29630,2079,471,352,2431,1960,62,65,65,Rocky Mountains,,,,,,,,
C1435,Private,Master's degree,,54,38,1023,1908,14776,1602,301,270,1872,1571,32,44,46,Southeast,22,28,520,580,510,590,,
C1436,Private,Bachelor's degree,,79,62,141,178,15714,7306,789,811,8117,7328,0,15,43,Great Lakes,21,26,490,600,510,610,,
C1437,Private,Doctoral degree,,52,66,5473,10525,6498,626,0,413,1039,1039,17,45,54,Great Lakes,,,,,,,,
C1438,Private,Doctoral degree,,66,16,2618,3947,26370,6194,1637,3107,9301,7664,24,38,38,Southwest,18,25,437,590,415,586,,
C1439,Private,Master's degree,,58,41,1008,1736,,4122,985,1288,5410,4425,21,43,49,Far West,23,28,498,630,520,620,,
C1440,Private,Doctoral degree,,73,19,5243,7160,33417,816,919,1144,1960,1041,,,,New England,18,23,430,510,450,530,400,490
C1441,Private,Doctoral degree,,,,,,42849,0,2457,39897,39897,37440,25,40,45,Mid East,,,,,,,,
C1442,Private,Master's degree,,69,18,8756,12741,19800,606,0,25,631,631,62,70,72,Southwest,,,,,,,,
C1443,Private,Bachelor's degree,,75,30,668,893,27242,3989,448,842,4831,4383,21,31,32,Mid East,20,27,465,623,440,665,,
C1444,Private,Master's degree,,49,24,5762,11687,18254,1007,0,32,1039,1039,45,54,55,Great Lakes,20,25,430,550,440,550,440,530
C1445,Private,Doctoral degree,,59,26,6260,10554,23430,845,208,342,1187,979,30,45,49,Great Lakes,26,30,570,670,590,680,580,680
C1446,Private,Doctoral degree,,89,41,544,610,11454,6653,687,687,7340,6653,,,,New England,20,27,440,550,470,560,,
C1447,Private,Master's degree,,47,53,952,2012,11382,524,0,10,534,534,57,64,66,Southeast,20,23,450,530,480,560,,
C1448,Private,Doctoral degree,,75,35,603,809,15130,5452,140,192,5644,5504,6,25,25,Southeast,21,26,470,570,470,580,,
C1449,Private,Doctoral degree,,62,34,2084,3350,7620,14398,4516,2940,17338,12822,0,8,8,Southeast,18,24,400,520,420,540,380,500
C1450,Private,Bachelor's degree,,72,25,1988,2780,27431,17612,2754,1819,19431,16677,37,45,48,Mid East,19,22,420,520,410,530,410,500
C1451,Private,Bachelor's degree,,57,36,16803,29579,7573,20653,2586,554,21207,18621,18,32,42,Southeast,19,24,,,,,,
C1452,Private,Master's degree,,48,75,79,163,10620,1824,500,1047,2871,2371,,,,New England,24,27,550,650,550,640,520,620
C1453,Private,Master's degree,,76,20,2232,2942,36720,3711,3311,4453,8164,4853,45,60,61,Southeast,20,25,450,560,480,580,430,540
C1454,Private,Doctoral degree,,83,14,1354,1639,34890,6185,2066,157,6342,4276,25,36,38,Far West,,,,,,,,
C1455,Public,Master's degree,,,,,,7177,38428,11949,4249,42677,30728,20,39,41,Plains,,,,,,,,
C1456,Public,Doctoral degree,,66,59,341,520,37926,4485,793,1737,6222,5429,49,57,58,New England,29,32,620,710,650,750,640,730
C1457,Public,Master's degree,,43,15,1772,4121,27456,10322,4198,6610,16932,12734,57,76,79,Great Lakes,15,20,370,460,380,480,360,450
C1458,Public,Doctoral degree,,81,36,1195,1484,8100,5794,592,984,6778,6186,57,78,82,Southeast,27,30,590,675,630,710,580,670
C1459,Private,Master's degree,,30,41,8691,28984,19996,,,,,,19,38,45,Plains,16,22,400,510,400,510,390,490
C1460,Public,Doctoral degree,,52,18,2073,3961,6400,16364,5490,5080,21444,15954,45,53,54,Southeast,20,24,465,575,450,510,435,568
C1461,Public,Master's degree,,66,34,4894,7455,23330,1400,0,24,1424,1424,40,52,54,Far West,19,24,450,550,460,570,,
C1462,Public,Master's degree,,,,,,8694,569,0,40,609,609,43,57,59,Southeast,21,25,460,550,470,570,,
C1463,Public,Master's degree,,45,9,1612,3582,44507,12317,2774,2932,15249,12475,28,46,52,New England,,,,,,,,
C1464,Public,Doctoral degree,,16,52,6222,39999,28500,1501,1087,867,2368,1281,46,62,63,Plains,23,29,550,680,550,690,540,670
C1465,Public,Doctoral degree,,60,29,2353,3901,30460,2682,1090,804,3486,2396,23,39,46,Great Lakes,20,25,450,570,480,600,,
C1466,Public,Master's degree,,58,21,1939,3341,42156,2592,85,285,2877,2792,50,61,62,Southwest,22,26,470,610,520,600,,
C1467,Public,Master's degree,,74,23,1056,1424,22040,50012,13265,7454,57466,44201,56,67,68,Mid East,,,,,,,,
C1468,Public,Doctoral degree,,71,39,521,737,36590,0,64,356,356,292,47,64,67,Rocky Mountains,21,26,490,590,480,590,480,580
C1469,Public,Doctoral degree,,76,27,1520,2001,36020,6549,4622,5042,11591,6969,8,17,20,Southwest,23,28,500,640,510,630,490,620
C1470,Private,Doctoral degree,,92,17,5445,5911,23170,234,0,104,338,338,37,58,61,Great Lakes,22,27,495,600,510,615,480,575
