ID,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile),ACT Composite score (75th percentile),Admission rate (%),Admission yield (%),Admissions total,Applicants total,Control,Degree of urbanization,Endowment assets ($),Full-time enrollment,Geographic region,Graduate enrollment,Highest degree offered,Historically Black College or University?,Part-time enrollment,Receiving financial aid (%),Religious affiliation,SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile),SAT Writing score (75th percentile),Total enrollment,Tribal college?,Tuition and fees 2010-11 ($),Tuition and fees 2011-12 ($),Tuition and fees 2012-13 ($),Tuition and fees 2013-14 ($),Undergraduate enrollment
C0981,86,89,89,28,32,38,31,1556,4054,Private,Town: Distant,106676,1695,Great Lakes,0,Bachelor's degree,No,10,64,N/A,630,720,600,690,630,730,1705,No,40900,42630,44420,45640,1705
C0982,28,43,45,19,23,56,32,644,1158,Private,Suburb: Large,27395,875,Great Lakes,164,Master's degree,No,211,100,N/A,430,520,440,540,405,515,1086,No,25674,26550,27368,27368,922
C0983,7,24,32,,,69,25,906,1307,Private,Suburb: Large,5695,1452,Great Lakes,381,Master's degree,No,735,98,Roman Catholic,,,,,,,2187,No,12696,13176,16950,17655,1806
C0984,46,58,59,19,26,72,33,957,1333,Private,City: Small,7391,1525,Great Lakes,418,Master's degree,No,549,100,Friends,460,558,463,578,,,2074,No,22444,23420,24536,25678,1656
C0985,44,52,55,21,27,64,14,2662,4168,Private,Town: Fringe,40982,1429,Great Lakes,126,Master's degree,No,113,99,N/A,,,500,630,440,660,1542,No,28340,29690,30950,31940,1416
C0986,68,79,81,25,30,67,24,15034,22520,Public,Town: Fringe,32353,16038,Great Lakes,2439,Doctoral degree,No,1863,77,N/A,540,650,580,680,,,17901,No,12786,13153,13594,13800,15462
C0987,53,62,63,20,25,71,29,1894,2660,Private,Town: Fringe,60126,2118,Great Lakes,91,Master's degree,No,69,95,United Methodist,440,540,540,580,,,2187,No,24800,25700,26650,27380,2096
C0988,49,59,60,20,26,63,37,812,1279,Private,Town: Distant,7108,1667,Great Lakes,400,Master's degree,No,562,100,Church of the Nazarene,480,620,470,580,,,2229,No,21330,22080,22890,23690,1829
C0989,39,57,57,19,24,88,31,1048,1197,Private,Suburb: Large,15917,1432,Great Lakes,531,Doctoral degree,No,894,100,Roman Catholic,400,520,380,550,,,2326,No,23550,24400,25100,25800,1795
C0990,29,45,48,18,24,76,27,1520,2001,Private,Town: Distant,31533,1501,Great Lakes,426,Master's degree,No,653,100,Presbyterian Church (USA),400,520,420,540,380,500,2154,No,20616,21610,22628,23662,1728
C0991,18,36,39,18,22,90,15,2227,2468,Private,Suburb: Large,4022,1405,Great Lakes,280,Master's degree,No,864,100,Roman Catholic,398,500,418,520,,,2269,No,23630,24652,25514,26344,1989
C0992,76,88,89,28,32,30,35,2262,7438,Private,Town: Fringe,261456,2872,Great Lakes,17,Master's degree,No,39,88,N/A,650,740,620,715,645,730,2911,No,41577,43210,44905,46870,2894
C0993,29,40,41,20,24,49,18,1310,2652,Private,City: Large,11865,1845,Great Lakes,568,Master's degree,No,728,100,Roman Catholic,440,540,480,580,430,520,2573,No,25280,26790,28104,28932,2005
C0994,53,66,69,23,29,68,27,2256,3325,Private,Town: Fringe,44521,3098,Great Lakes,917,Doctoral degree,No,521,99,United Methodist,490,620,530,650,500,620,3619,No,33099,34380,35678,36720,2702
C0995,20,32,37,,,,,,,Public,Rural: Fringe,4775,880,Great Lakes,18,Master's degree,No,197,94,N/A,,,,,,,1077,No,6102,6327,7140,7140,1059
C0996,20,39,42,,,,,,,Public,Rural: Fringe,1846,985,Great Lakes,49,Master's degree,No,219,87,N/A,,,,,,,1204,No,6102,6327,7140,7140,1155
C0997,21,40,45,,,,,,,Public,Town: Distant,4479,973,Great Lakes,29,Master's degree,No,286,92,N/A,,,,,,,1259,No,6102,6327,7140,7140,1230
C0998,19,39,43,,,,,,,Public,Suburb: Small,1621,1893,Great Lakes,52,Master's degree,No,422,100,N/A,,,,,,,2315,No,6102,6327,7140,7140,2263
C0999,59,81,83,27,31,56,41,17413,31359,Public,City: Large,52745,50012,Great Lakes,13265,Doctoral degree,No,7454,83,N/A,540,660,610,720,550,660,57466,No,9420,9735,10037,10037,44201
C1000,48,64,66,22,26,73,28,15149,20765,Public,Town: Distant,16736,19449,Great Lakes,5282,Doctoral degree,No,9337,79,N/A,480,600,490,600,470,580,28786,No,9603,9936,10282,10446,23504
C1001,54,62,63,22,27,75,18,3035,4029,Private,Suburb: Large,102736,1809,Great Lakes,0,Bachelor's degree,No,21,99,United Methodist,490,620,500,630,490,610,1830,No,36398,37820,39150,40510,1830
C1002,2,53,59,21,26,74,25,2342,3176,Private,Suburb: Large,28859,2411,Great Lakes,440,Doctoral degree,No,508,100,United Methodist,490,590,490,585,470,570,2919,No,28413,29550,30658,31424,2479
C1003,23,29,32,,,,,,,Private,Rural: Distant,10676,1808,Great Lakes,108,Master's degree,No,506,94,N/A,,,,,,,2314,No,18808,19520,19970,20780,2206
C1004,13,22,24,,,,,,,Public,Town: Fringe,3661,3710,Great Lakes,86,Master's degree,No,631,96,N/A,,,,,,,4341,No,6546,6762,6988,7177,4255
C1005,61,69,71,23,28,76,32,1437,1889,Private,City: Small,17992,2148,Great Lakes,621,Master's degree,No,585,97,Roman Catholic,540,650,510,620,,,2733,No,20320,21220,22180,23160,2112
C1006,34,38,43,18,23,39,65,2016,5228,Private,Town: Distant,1541,2323,Great Lakes,1190,Master's degree,No,2631,98,N/A,440,523,420,540,,,4954,No,18390,19124,19890,20700,3764
C1007,23,42,46,19,25,91,34,10040,11066,Public,City: Large,2657,16179,Great Lakes,4590,Doctoral degree,No,4564,96,N/A,450,570,460,600,430,560,20743,No,8491,8788,9275,9275,16153
C1008,25,31,31,,,,,,,Private,City: Large,543,1041,Great Lakes,419,Doctoral degree,No,619,90,N/A,,,,,,,1660,No,11132,11472,11664,11904,1241
C1009,24,30,30,,,,,,,Private,Rural: Fringe,2960,786,Great Lakes,164,Master's degree,No,962,81,N/A,,,,,,,1748,No,20838,21566,21566,21566,1584
C1010,28,47,50,19,24,58,40,255,441,Private,Suburb: Large,17022,626,Great Lakes,552,Doctoral degree,No,731,100,Roman Catholic,430,630,480,580,440,600,1357,No,23940,24910,25790,26720,805
C1011,44,55,55,20,25,77,39,1265,1640,Private,Suburb: Large,6031,2118,Great Lakes,578,Doctoral degree,No,845,100,Roman Catholic,440,570,480,580,,,2963,No,22410,23765,24690,25840,2385
C1012,39,55,67,,,58,8,895,1534,Private,Rural: Fringe,20831,466,Great Lakes,16,Master's degree,Yes,13,100,African Methodist Episcopal,,,,,,,479,No,12470,12470,13250,15140,463
C1013,33,38,38,19,24,46,16,1740,3780,Private,Rural: Fringe,25792,1031,Great Lakes,4,Master's degree,No,142,100,Friends,420,550,430,570,,,1173,No,25714,26840,27720,28190,1169
C1014,59,62,63,23,25,89,12,4711,5274,Private,City: Small,46513,1853,Great Lakes,20,Master's degree,No,126,99,Lutheran Church in America,520,620,520,620,,,1979,No,35424,36434,38030,38030,1959
C1015,70,74,75,25,30,56,18,3145,5583,Private,Town: Distant,122323,2077,Great Lakes,0,Bachelor's degree,No,39,99,N/A,550,670,550,660,560,650,2116,No,36598,38290,39810,41680,2116
C1016,19,36,41,,,,,,,Public,Suburb: Large,7190,12900,Great Lakes,3860,Doctoral degree,No,3756,88,N/A,,,,,,,16656,No,7518,7800,8354,8542,12796
C1017,66,74,76,23,27,70,17,7632,10907,Private,City: Large,21298,4811,Great Lakes,2013,Doctoral degree,No,1822,100,Roman Catholic,500,600,510,610,490,590,6633,No,29970,31160,32070,33000,4620
C1018,9,25,33,,,,,,,Public,City: Small,18487,10038,Great Lakes,1214,Doctoral degree,No,3314,96,N/A,,,,,,,13352,No,7199,7451,7712,8129,12138
C1019,0,2,3,15,19,72,14,1756,2445,Private,Town: Distant,7354,851,Southwest,0,Bachelor's degree,No,114,88,American Baptist,350,485,385,510,,,965,No,12300,12900,13510,14050,965
C1020,50,57,57,18,24,49,16,1152,2335,Private,Town: Distant,4484,578,Southwest,141,Master's degree,No,777,100,Wesleyan,410,520,430,560,400,500,1355,No,19200,20160,21140,22252,1214
C1021,33,46,47,,,,,,,Private,Suburb: Large,11081,2136,Southwest,506,Master's degree,No,113,100,Church of the Nazarene,,,,,,,2249,No,18354,19794,21174,22044,1743
C1022,8,17,20,,,,,,,Public,City: Small,3381,3772,Southwest,540,Master's degree,No,2126,88,N/A,,,,,,,5898,No,4336,4590,4770,5055,5358
C1023,10,28,36,20,24,84,25,8761,10432,Public,Suburb: Large,2077,11644,Southwest,2002,Master's degree,No,5576,76,N/A,,,,,,,17220,No,4456,4718,5092,5437,15218
C1024,17,30,34,18,23,98,64,950,968,Public,Town: Remote,966,3327,Southwest,830,Master's degree,No,1260,85,N/A,370,530,430,560,,,4587,No,4482,4703,4957,5241,3757
C1025,16,26,31,,,,,,,Public,Rural: Distant,19868,2025,Southwest,458,Doctoral degree,Yes,508,94,N/A,,,,,,,2533,No,3831,4112,4255,3815,2075
C1026,12,25,30,18,23,73,61,1386,1889,Public,Town: Remote,1715,5695,Southwest,1130,Doctoral degree,No,2853,94,N/A,,,,,,,8548,No,4385,4602,4857,4992,7418
C1027,13,28,31,17,22,60,82,531,888,Public,Town: Remote,7921,1605,Southwest,230,Master's degree,No,702,96,N/A,,,,,,,2307,No,4479,4968,5347,5642,2077
C1028,28,46,49,22,28,63,43,1254,1984,Private,City: Large,27015,2116,Southwest,459,Master's degree,No,305,99,Churches of Christ,460,620,450,610,440,570,2421,No,17456,18456,18800,18800,1962
C1029,16,29,30,16,21,48,71,409,858,Public,Rural: Distant,2929,1041,Southwest,0,Bachelor's degree,No,334,92,N/A,,,,,,,1375,No,4894,5704,6390,6739,1375
C1030,33,55,60,22,28,76,46,8411,11064,Public,Town: Distant,17463,19959,Southwest,5413,Doctoral degree,No,6114,87,N/A,490,600,520,620,,,26073,No,6779,7107,7442,7442,20660
C1031,47,54,55,21,27,56,16,3704,6560,Private,Town: Distant,55848,1931,Southwest,78,Master's degree,No,166,99,Baptist,460,600,470,600,,,2097,No,18608,19756,20796,21842,2019
C1032,49,59,61,23,29,72,34,1038,1442,Private,City: Large,28164,2573,Southwest,1215,Doctoral degree,No,606,96,United Methodist,490,620,500,610,480,620,3179,No,25760,27500,27500,29426,1964
C1033,35,59,66,23,29,80,46,8841,10991,Public,Suburb: Midsize,36571,20627,Southwest,6307,Doctoral degree,No,6665,74,N/A,500,630,530,650,,,27292,No,7864,8325,8706,8916,20985
C1034,41,51,53,20,25,44,65,617,1417,Private,City: Large,12590,2862,Southwest,530,Doctoral degree,No,552,98,Other Protestant,460,570,450,560,,,3414,No,20054,20756,21576,22508,2884
C1035,9,14,18,17,23,54,77,1015,1864,Public,Town: Fringe,2534,2600,Southwest,0,Bachelor's degree,No,1873,88,N/A,,,,,,,4473,No,4513,4777,5047,5349,4473
C1036,15,23,23,,,95,22,570,602,Private,Rural: Fringe,19940,382,Southwest,51,Master's degree,No,302,95,Roman Catholic,,,,,,,684,No,17516,19705,20765,20595,633
C1037,27,37,39,18,24,62,40,371,594,Public,Town: Distant,10978,805,Southwest,0,Bachelor's degree,No,113,95,N/A,475,545,430,530,,,918,No,3744,3744,4320,4866,918
C1038,13,26,31,18,22,80,67,800,1001,Public,Town: Distant,5805,2777,Southwest,328,Master's degree,No,1049,96,N/A,,,,,,,3826,No,4652,4904,5060,5315,3498
C1039,35,47,53,17,23,88,71,358,405,Private,Suburb: Large,2447,600,Southwest,43,Master's degree,No,247,93,Pentecostal Holiness Church,420,575,440,605,410,570,847,No,10700,12350,14025,14220,804
C1040,14,23,30,18,24,90,40,2289,2536,Public,Town: Remote,4132,3871,Southwest,780,Doctoral degree,No,1071,95,N/A,,,,,,,4942,No,4335,4800,5175,5460,4162
C1041,51,67,69,25,32,41,29,2965,7304,Private,City: Large,216498,4102,Southwest,1169,Doctoral degree,No,495,88,Presbyterian Church (USA),560,710,570,690,,,4597,No,28735,31551,33095,34835,3428
C1042,36,53,55,18,24,56,22,1001,1790,Private,City: Large,1806,4960,Far West,4040,Doctoral degree,No,468,99,Lutheran Church - Missouri Synod,440,550,450,550,,,5428,No,24114,25650,26650,27492,1388
C1043,15,21,23,,,67,42,1007,1503,Public,Town: Remote,2927,2198,Far West,403,Master's degree,No,1959,94,N/A,410,530,410,520,410,500,4157,No,6639,7046,7238,7530,3754
C1044,52,61,62,20,26,75,34,1830,2431,Private,Town: Fringe,5850,2493,Far West,1328,Doctoral degree,No,1219,99,Friends,470,600,470,600,460,590,3712,No,27970,29380,30230,31120,2384
C1045,67,74,75,26,31,63,12,4059,6458,Private,City: Large,58571,3110,Far West,1395,Doctoral degree,No,411,90,N/A,600,700,580,670,580,690,3521,No,36632,38500,40330,41928,2126
C1046,59,66,68,21,26,92,23,1972,2139,Private,Town: Distant,40655,1630,Far West,0,Bachelor's degree,No,41,99,American Baptist,480,600,500,600,470,570,1671,No,30604,32416,34328,36310,1671
C1047,0,21,21,,,39,57,14,36,Private,Suburb: Large,15876,255,Far West,667,Master's degree,No,1153,100,Roman Catholic,,,,,,,1408,No,17730,18405,18945,19665,741
C1048,42,42,44,18,23,70,37,224,318,Private,City: Midsize,17349,541,Far West,176,Master's degree,No,119,100,Christian Church (Disciples of Christ),450,535,435,530,430,540,660,No,22900,23600,24780,24930,484
C1049,18,38,43,20,25,71,18,1982,2778,Public,Town: Remote,6769,2370,Far West,41,Master's degree,No,2037,89,N/A,440,550,460,580,420,530,4407,No,7260,7889,7852,8548,4366
C1050,30,55,61,21,27,79,36,9799,12414,Public,City: Small,19689,21958,Far West,4745,Doctoral degree,No,5944,86,N/A,480,600,490,630,,,27902,No,7115,7600,8138,8322,23157
C1051,44,62,67,22,27,74,26,15770,21263,Public,City: Midsize,24288,21920,Far West,3676,Doctoral degree,No,2553,68,N/A,490,600,500,620,,,24473,No,8190,8789,9310,9763,20797
C1052,52,60,62,21,27,86,18,2291,2658,Private,Suburb: Large,17445,3316,Far West,1798,Doctoral degree,No,267,99,N/A,490,600,500,610,,,3583,No,31702,33612,35260,37024,1785
C1053,18,32,42,,,61,42,3518,5751,Public,City: Large,3352,17308,Far West,5333,Doctoral degree,No,10952,76,N/A,460,590,460,580,,,28260,No,7130,7764,7653,7878,22927
C1054,70,75,75,,,67,13,6361,9523,Private,City: Large,29069,3515,Far West,542,Doctoral degree,No,521,97,Roman Catholic,550,650,540,650,,,4036,No,33538,35740,37404,38670,3494
C1055,70,80,82,28,33,49,25,1404,2893,Private,City: Large,328925,1356,Far West,16,Master's degree,No,55,53,N/A,660,750,620,720,638,720,1411,No,41200,42800,44460,46010,1395
C1056,18,33,37,,,73,35,1910,2615,Public,Suburb: Midsize,5298,3833,Far West,492,Master's degree,No,2159,85,N/A,450,570,460,560,430,540,5992,No,6444,6840,7109,7438,5500
C1057,23,32,32,,,53,17,500,948,Private,City: Large,8860,470,Far West,3,Master's degree,No,36,93,Church of God,,,,,,,506,No,17604,18290,19030,19770,503
C1058,46,52,53,20,26,32,24,934,2896,Private,City: Midsize,2058,916,Far West,207,Doctoral degree,No,227,100,Baptist,480,590,470,590,450,568,1143,No,24380,25406,26431,27431,936
C1059,71,77,79,24,29,58,12,4690,8109,Private,City: Midsize,75786,2660,Far West,736,Doctoral degree,No,195,98,N/A,540,660,540,650,535,640,2855,No,37361,39012,40874,42305,2119
C1060,20,40,44,,,88,41,2512,2848,Public,Town: Fringe,2245,4720,Far West,914,Master's degree,No,1457,88,N/A,410,530,420,540,,,6177,No,7410,8076,8529,8634,5263
C1061,6,6,49,20,25,52,40,205,396,Private,Suburb: Large,207241,265,Mid East,8,Master's degree,No,13,100,Other (none of the above),460,580,460,550,420,530,278,No,15540,16074,16878,17724,270
C1062,48,53,54,20,25,62,17,3776,6060,Private,City: Small,24918,2315,Mid East,35,Master's degree,No,69,99,United Methodist,460,560,470,570,,,2384,No,32740,33990,35320,36660,2349
C1063,74,78,79,23,29,65,21,2927,4512,Private,Town: Distant,78877,2125,Mid East,0,Bachelor's degree,No,36,100,United Methodist,530,640,540,650,520,630,2161,No,34810,36190,37610,39100,2161
C1064,63,70,70,22,26,76,21,1989,2624,Private,Rural: Fringe,19292,2063,Mid East,784,Doctoral degree,No,1203,99,Roman Catholic,470,590,460,600,,,3266,No,28000,29000,30150,31250,2482
C1065,35,49,51,18,22,78,28,1391,1792,Private,City: Small,8359,1824,Mid East,500,Doctoral degree,No,1047,100,Roman Catholic,440,530,450,540,440,530,2871,No,25480,26630,27950,29060,2371
C1066,53,58,61,22,27,60,10,5735,9608,Private,Suburb: Large,15951,2844,Mid East,1452,Doctoral degree,No,1061,100,Presbyterian Church (USA),500,600,500,578,490,590,3905,No,32720,34150,35620,36810,2453
C1067,42,60,62,19,23,89,27,8190,9248,Public,City: Small,2402,9155,Mid East,711,Doctoral degree,No,972,84,N/A,440,530,460,550,430,530,10127,No,7456,8082,8344,8582,9416
C1068,81,84,84,27,32,40,34,1081,2708,Private,Suburb: Large,458469,1663,Mid East,410,Doctoral degree,No,75,79,N/A,600,710,610,760,620,720,1738,No,39360,40824,42246,43900,1328
C1069,87,91,91,27,32,30,40,2345,7947,Private,Town: Distant,180935,3555,Mid East,76,Master's degree,No,53,55,N/A,580,680,620,720,600,690,3608,No,42342,43866,45378,46902,3532
C1070,39,45,46,17,23,74,19,1580,2127,Private,Suburb: Large,16867,1303,Mid East,1111,Master's degree,No,1145,99,Roman Catholic,390,500,390,500,380,500,2448,No,32084,33176,29000,29000,1337
C1071,31,50,53,17,21,93,41,2801,3022,Public,Suburb: Small,2302,6527,Mid East,1793,Master's degree,No,1716,89,N/A,440,530,440,540,410,510,8243,No,8312,8912,9379,9239,6450
C1072,47,60,62,17,23,95,32,637,669,Private,City: Large,9251,1732,Mid East,912,Doctoral degree,No,1280,100,Roman Catholic,435,525,420,510,420,520,3012,No,22600,23504,24438,25416,2100
C1073,74,85,88,30,34,25,30,4813,18884,Private,City: Large,75155,11279,Mid East,6450,Doctoral degree,No,1088,70,N/A,640,740,700,790,650,750,12367,No,42136,44010,45760,47642,5917
C1074,50,56,60,17,24,59,23,625,1063,Private,City: Midsize,16877,681,Mid East,200,Master's degree,No,805,100,N/A,430,520,410,530,410,510,1486,No,28967,30110,31596,33000,1286
C1075,44,49,50,,,61,25,361,594,Private,City: Large,29301,1488,Mid East,1197,Doctoral degree,No,682,100,N/A,,,,,,,2170,No,29188,30312,31532,32454,973
C1076,27,36,42,19,23,58,18,1058,1829,Private,City: Large,3776,1442,Mid East,672,Doctoral degree,No,747,98,Roman Catholic,430,540,420,520,420,520,2189,No,28200,29200,30165,31170,1517
C1077,9,20,25,,,,,,,Public,Suburb: Large,1193,1123,Mid East,33,Master's degree,Yes,89,96,N/A,,,,,,,1212,No,7718,8404,8602,8806,1179
C1078,33,51,54,,,93,55,1936,2071,Public,Town: Remote,3974,4580,Mid East,881,Master's degree,No,1500,91,N/A,400,510,400,520,380,500,6080,No,7723,8340,9090,9404,5199
C1079,47,55,57,19,25,68,32,1295,1895,Private,Suburb: Large,15150,1681,Mid East,216,Master's degree,No,342,100,N/A,430,563,450,560,420,540,2023,No,29284,30704,31746,32890,1807
C1080,83,85,86,27,31,44,24,2589,5826,Private,City: Small,142411,2356,Mid East,0,Bachelor's degree,No,40,72,N/A,590,675,600,690,590,680,2396,No,41520,43060,44551,46094,2396
C1081,28,65,70,24,30,81,8,35815,43945,Private,City: Large,23977,18909,Mid East,9516,Doctoral degree,No,7223,94,N/A,510,630,560,680,520,630,26132,No,33000,34505,36090,37505,16616
C1082,66,74,76,22,27,74,31,5033,6793,Private,City: Large,21257,9008,Mid East,3934,Doctoral degree,No,896,100,Roman Catholic,510,600,520,610,500,600,9904,No,27502,28671,30034,31385,5970
C1083,36,54,56,18,22,78,27,4409,5621,Public,City: Small,2435,5794,Mid East,592,Master's degree,No,984,83,N/A,430,480,450,530,,,6778,No,7778,8351,8758,8991,6186
C1084,49,54,55,18,24,64,39,1167,1821,Private,Suburb: Large,6938,2808,Mid East,1463,Doctoral degree,No,1196,100,American Baptist,480,570,470,570,470,560,4004,No,24600,25850,27174,28090,2541
C1085,23,41,46,17,22,87,43,2784,3187,Public,Town: Fringe,2675,5770,Mid East,1234,Master's degree,No,1328,91,N/A,410,520,410,520,400,500,7098,No,7730,8360,8578,8849,5864
C1086,71,76,77,21,28,70,20,2654,3815,Private,Suburb: Large,28884,1856,Mid East,48,Master's degree,No,36,99,Church of Brethren,490,610,510,620,,,1892,No,33250,34830,36550,38200,1844
C1087,84,87,87,,,39,29,2034,5174,Private,City: Small,118460,2258,Mid East,0,Bachelor's degree,No,39,61,N/A,,,,,,,2297,No,41140,42610,44360,46285,2297
C1088,48,62,64,20,26,80,19,3203,3983,Private,City: Midsize,12180,3111,Mid East,1100,Doctoral degree,No,1100,100,Roman Catholic,460,560,470,590,,,4211,No,24582,25522,26526,27546,3111
C1089,59,66,67,20,26,68,29,1136,1670,Private,Suburb: Large,17873,1669,Mid East,311,Master's degree,No,183,100,Reformed Presbyterian Church,470,590,480,600,450,570,1852,No,22236,23330,24480,25220,1541
C1090,80,84,84,27,29,42,31,2270,5453,Private,City: Small,94361,2517,Mid East,0,Bachelor's degree,No,7,74,N/A,600,690,600,680,,,2524,No,41070,42610,44210,45870,2524
C1091,,,,,,,,,,Private,Suburb: Large,3868,51,Mid East,662,Doctoral degree,No,622,,Jewish,,,,,,,673,No,,,,,11
C1092,50,63,63,16,22,66,26,812,1232,Private,Suburb: Large,8400,1998,Mid East,309,Master's degree,No,373,100,Roman Catholic,430,520,420,530,420,520,2371,No,25610,27120,28190,29450,2062
C1093,91,93,93,30,33,23,39,842,3585,Private,Suburb: Large,345178,1187,Mid East,0,Bachelor's degree,No,0,57,N/A,660,750,650,740,660,750,1187,No,40624,42208,43702,45426,1187
C1094,38,52,54,16,22,76,29,1024,1350,Private,City: Large,5620,1553,Mid East,774,Doctoral degree,No,1403,100,Roman Catholic,420,510,430,510,410,510,2956,No,23520,24640,25590,27100,2182
C1095,39,45,48,18,21,80,19,1314,1650,Private,Suburb: Large,4218,1349,Mid East,1115,Doctoral degree,No,2326,100,Roman Catholic,420,530,420,520,430,530,3675,No,27870,28850,29000,30740,2560
C1096,31,47,51,17,22,90,32,8476,9367,Public,Town: Distant,2713,12965,Mid East,2257,Doctoral degree,No,1960,88,N/A,440,530,450,540,430,520,14925,No,7571,8362,8672,9080,12668
C1097,72,75,75,,,74,24,1650,2227,Private,Town: Distant,60069,1565,Mid East,10,Master's degree,No,70,100,N/A,,,,,,,1635,No,32820,34090,35780,37170,1625
C1098,26,35,39,17,21,72,40,807,1120,Private,Suburb: Large,4096,1317,Mid East,21,Bachelor's degree,No,278,98,N/A,400,500,400,500,390,490,1595,No,19020,19620,20400,21300,1574
C1099,61,65,66,,,72,25,1988,2780,Private,City: Small,25137,1991,Mid East,247,Master's degree,No,400,100,Roman Catholic,,,,,,,2391,No,26644,27680,29174,30310,2144
C1100,34,51,55,18,22,82,29,6367,7785,Public,Town: Fringe,2066,8548,Mid East,698,Master's degree,No,965,87,N/A,430,520,440,530,420,510,9513,No,7732,8359,8596,8819,8815
C1101,33,43,45,17,24,56,28,828,1488,Private,Suburb: Large,3583,1183,Mid East,118,Master's degree,No,298,91,Roman Catholic,400,520,400,520,380,470,1481,No,22476,23160,24058,24778,1363
C1102,55,64,65,19,25,80,21,4449,5547,Private,City: Large,14979,3948,Mid East,2027,Doctoral degree,No,2488,99,Roman Catholic,440,550,440,550,,,6436,No,33700,35240,36650,38200,4409
